Defendant Agency Name,Docket #,Jurisdiction,Court Jurisdiction,Responsible Agency File #,Submitting Agency File #,Control #,Payment ID #,Payment Sent Date,Principal Amount,Principal Citation Code,Principal Citation Code Description,Attorney Fees Amount,Attorney Fees Citation Code,Attorney Fees Citation Code Description,Cost Amount,Cost Citation Code,Cost Citation Code Description,Interest Amount,Interest Citation Code,Interest Citation Code Description,Payment Amount,Reimbursable
"Department of Veterans Affairs","CBCA Nos 3996, 3997, 3998, 3999, and 4415","Board of Contract Appeals","","Not provided","Not provided","201601570","015982016","01/19/2016","15800000.00","41-USC-7101et seq        ","Contract Disputes Act","0.00","","","0.00","","","0.00","","","15800000.00","Y",
"Indian Health Svc","3874","Board of Contract Appeals","","NONE PROVIDED","","201601633","016182016","01/21/2016","5934.50","41-USC-7101et seq        ","Contract Disputes Act","0.00","","","0.00","","","383.43","41-USC-7101et seq        ","Contract Disputes Act","6317.93","Y",
"Office of the Secretary of Defense - Agencies","59831","Board of Contract Appeals","","59831","","201601689","017292016","01/29/2016","1763749.00","41-USC-7101et seq        ","Contract Disputes Act","0.00","","","0.00","","","50929.07","41-USC-7101et seq        ","Contract Disputes Act","1814678.07","Y",
"Forest Service","CBCA 4237","Board of Contract Appeals","","NONE PROVIDED","","201601695","017042016","01/22/2016","50000.00","41-USC-7101et seq        ","Contract Disputes Act","0.00","","","0.00","","","0.00","","","50000.00","Y",
"Indian Health Svc","CBCA 5014-ISDA","Board of Contract Appeals","","242-2007-00001C","242-2007-00001C","201601839","022892016","02/22/2016","500000.00","41-USC-7101et seq        ","Contract Disputes Act","0.00","","","0.00","","","25802.99","41-USC-7101et seq        ","Contract Disputes Act","525802.99","Y",
"Indian Health Svc","CBCA 5014-ISDA","Board of Contract Appeals","","242-2007-00001C","242-2007-00001C","201601839","022902016","02/22/2016","500000.00","41-USC-7101et seq        ","Contract Disputes Act","0.00","","","0.00","","","15743.05","41-USC-7101et seq        ","Contract Disputes Act","515743.05","Y",
"Department of Veterans Affairs","","Board of Contract Appeals","","3058, 5022","3058, 5022","201601896","022672016","02/22/2016","2565222.17","41-USC-7101et seq        ","Contract Disputes Act","0.00","","","0.00","","","43882.02","41-USC-7101et seq        ","Contract Disputes Act","2609104.19","Y",
"Indian Health Svc","CBCA 4649-ISDA,4650-ISDA,4651-ISDA,4652-ISDA,4653-","Board of Contract Appeals","","64G940009","64G940009","201601949","025592016","03/10/2016","800000.00","41-USC-7101et seq        ","Contract Disputes Act","0.00","","","0.00","","","63235.02","41-USC-7101et seq        ","Contract Disputes Act","863235.02","Y",
"Department of Veterans Affairs","3422","Board of Contract Appeals","","NONE PROVIDED","","201602110","023372016","03/02/2016","3225000.00","41-USC-7101et seq        ","Contract Disputes Act","0.00","","","0.00","","","0.00","","","3225000.00","Y",
"Indian Health Svc","CBCA 5114-ISDA","Board of Contract Appeals","","Not provided","Not provided","201602267","027362016","03/11/2016","17000.00","41-USC-7101et seq        ","Contract Disputes Act","0.00","","","0.00","","","1164.56","41-USC-7101et seq        ","Contract Disputes Act","18164.56","Y",
"US Army Corps of Engineers","59296","Board of Contract Appeals","","W912PL-11-D-0051   ASBCA 59296","W912PL-11-D-0051   ASBCA 59296","201602303","023062016","02/24/2016","415000.00","41-USC-7101et seq        ","Contract Disputes Act","0.00","","","0.00","","","0.00","","","415000.00","Y",
"Indian Health Svc","CBCA Nos's 189, 223, 632-636, 5002","Board of Contract Appeals","","66G970049","66G970049","201602328","023472016","02/25/2016","760000.00","41-USC-7101et seq        ","Contract Disputes Act","0.00","","","0.00","","","276083.46","41-USC-7101et seq        ","Contract Disputes Act","1036083.46","Y",
"Indian Health Svc","CBCA Nos's 189, 223, 632-636, 5002","Board of Contract Appeals","","66G970049","66G970049","201602328","023482016","02/25/2016","4640000.00","41-USC-7101et seq        ","Contract Disputes Act","0.00","","","0.00","","","196225.39","41-USC-7101et seq        ","Contract Disputes Act","4836225.39","Y",
"Indian Health Svc","CBCA 5134-ISDA, 5135-ISDA","Board of Contract Appeals","","58G950024","58G950024","201602332","023412016","03/02/2016","600000.00","41-USC-7101et seq        ","Contract Disputes Act","0.00","","","0.00","","","30535.60","41-USC-7101et seq        ","Contract Disputes Act","630535.60","Y",
"Indian Health Svc","CBCA 4847 through 4850-ISDA","Board of Contract Appeals","","None provided","None provided","201602335","023402016","03/02/2016","100564.00","41-USC-7101et seq        ","Contract Disputes Act","0.00","","","0.00","","","5195.12","41-USC-7101et seq        ","Contract Disputes Act","105759.12","Y",
"US Army Corps of Engineers","57322","Board of Contract Appeals","","DACA09-03-C-0009","DACA09-03-C-0009","201602374","024482016","03/02/2016","266000.00","41-USC-7101et seq        ","Contract Disputes Act","0.00","","","0.00","","","0.00","","","266000.00","Y",
"Indian Health Svc","CBCA 5058 to 5062-ISDA","Board of Contract Appeals","","None provided","None provided","201602680","037852016","05/05/2016","275000.00","41-USC-7101et seq        ","Contract Disputes Act","0.00","","","0.00","","","8485.41","41-USC-7101et seq        ","Contract Disputes Act","283485.41","Y",
"Indian Health Svc","CBCA 5067-ISDA, 5068-ISDA","Board of Contract Appeals","","HHSI241200600006","HHSI241200600006","201602686","027072016","03/10/2016","238755.00","41-USC-7101et seq        ","Contract Disputes Act","0.00","","","0.00","","","16401.37","41-USC-7101et seq        ","Contract Disputes Act","255156.37","Y",
"Indian Health Svc","CBCA 5067-ISDA, 5068-ISDA","Board of Contract Appeals","","HHSI241200600006","HHSI241200600006","201602686","027082016","03/10/2016","286128.00","41-USC-7101et seq        ","Contract Disputes Act","0.00","","","0.00","","","15293.98","41-USC-7101et seq        ","Contract Disputes Act","301421.98","Y",
"Indian Health Svc","","Board of Contract Appeals","","64G020069","64G020069","201602705","028852016","03/22/2016","300000.00","41-USC-7101et seq        ","Contract Disputes Act","0.00","","","0.00","","","74112.47","41-USC-7101et seq        ","Contract Disputes Act","374112.47","Y",
"US Army Corps of Engineers","","Board of Contract Appeals","","W9128A-07-C-0004","W9128A-07-C-0004","201602811","029242016","03/22/2016","2911658.27","41-USC-7101et seq        ","Contract Disputes Act","0.00","","","0.00","","","0.00","","","2911658.27","Y",
"General Services Administration","CBCA 3286, 3517, 3573, 3574, 3575","Board of Contract Appeals","","CBCA 3286, 3517, 3573-3575","","201602826","029182016","03/22/2016","11000000.00","41-USC-7101et seq        ","Contract Disputes Act","0.00","","","0.00","","","0.00","","","11000000.00","Y",
"Indian Health Svc","CBCA5118ISDA","Board of Contract Appeals","","INTENTIONALLY BLANK","INTENTIONALLY BLANK","201602899","034062016","04/14/2016","16615149.00","41-USC-7101et seq        ","Contract Disputes Act","0.00","","","0.00","","","563965.78","41-USC-7101et seq        ","Contract Disputes Act","17179114.78","Y",
"Department of the Air Force","","Board of Contract Appeals","","58001","58001","201602917","029642016","03/25/2016","747360.00","41-USC-7101et seq        ","Contract Disputes Act","0.00","","","0.00","","","66773.20","41-USC-7101et seq        ","Contract Disputes Act","814133.20","Y",
"Indian Health Svc","5170","Board of Contract Appeals","","NONE PROVIDED","","201602931","029942016","03/30/2016","526302.00","41-USC-7101et seq        ","Contract Disputes Act","0.00","","","0.00","","","11492.38","41-USC-7101et seq        ","Contract Disputes Act","537794.38","Y",
"US Army Corps of Engineers","60458","Board of Contract Appeals","","60458","","201603013","031142016","04/01/2016","539682.50","41-USC-7101et seq        ","Contract Disputes Act","0.00","","","0.00","","","0.00","","","539682.50","Y",
"Indian Health Svc","5159-ISDA AND 5160-ISDA","Board of Contract Appeals","","58G950015","58G950015","201603027","031612016","04/04/2016","2700000.00","41-USC-7101et seq        ","Contract Disputes Act","0.00","","","0.00","","","57234.53","41-USC-7101et seq        ","Contract Disputes Act","2757234.53","Y",
"US Army Corps of Engineers","59990 59993 59995 59997 60151","Board of Contract Appeals","","None provided","None provided","201603082","031462016","04/04/2016","816265.00","41-USC-7101et seq        ","Contract Disputes Act","0.00","","","0.00","","","0.00","","","816265.00","Y",
"Indian Health Svc","5165-ISDA AND 5166-ISDA","Board of Contract Appeals","","58G060087","58G060087","201603200","032822016","04/11/2016","286776.00","41-USC-7101et seq        ","Contract Disputes Act","0.00","","","0.00","","","3212.80","41-USC-7101et seq        ","Contract Disputes Act","289988.80","Y",
"Indian Health Svc","CBCA 4692-ISDA through 4697-ISDA","Board of Contract Appeals","","58G060087","58G060087","201603220","034592016","04/15/2016","3762.20","41-USC-7101et seq        ","Contract Disputes Act","0.00","","","0.00","","","0.00","","","3762.20","Y",
"Department of Veterans Affairs","4730","Board of Contract Appeals","","VA261-C-1123","VA261-C-1123","201603240","034792016","04/20/2016","500000.00","41-USC-7101et seq        ","Contract Disputes Act","0.00","","","0.00","","","0.00","","","500000.00","Y",
"Department of Veterans Affairs","CBCA 4353 4543","Board of Contract Appeals","","CBCA 4353 AND CBCA 4543","CBCA 4353 AND CBCA 4543","201603355","034562016","04/15/2016","950000.00","41-USC-7101et seq        ","Contract Disputes Act","0.00","","","0.00","","","0.00","","","950000.00","Y",
"Department of the Army","3529","Board of Contract Appeals","","3529","","201603362","035692016","04/25/2016","167896.44","41-USC-7101et seq        ","Contract Disputes Act","0.00","","","0.00","","","10362.82","41-USC-7101et seq        ","Contract Disputes Act","178259.26","Y",
"Department of Veterans Affairs","CBCA4698","Board of Contract Appeals","","CBCA4698","","201603378","036782016","05/02/2016","1425000.00","41-USC-7101et seq        ","Contract Disputes Act","0.00","","","0.00","","","0.00","","","1425000.00","Y",
"Indian Health Svc","5198-ISDA","Board of Contract Appeals","","58G000064","58G000064","201603440","035712016","04/22/2016","301767.00","41-USC-7101et seq        ","Contract Disputes Act","0.00","","","0.00","","","6976.36","41-USC-7101et seq        ","Contract Disputes Act","308743.36","Y",
"Indian Health Svc","CBCA 5263-ISDA","Board of Contract Appeals","","None provided","None provided","201603474","036042016","04/25/2016","191447.00","41-USC-7101et seq        ","Contract Disputes Act","0.00","","","0.00","","","5495.94","41-USC-7101et seq        ","Contract Disputes Act","196942.94","Y",
"Indian Health Svc","5147-ISDA","Board of Contract Appeals","","66G110107","66G110107","201603493","036482016","05/02/2016","2100000.00","41-USC-7101et seq        ","Contract Disputes Act","0.00","","","0.00","","","117940.41","41-USC-7101et seq        ","Contract Disputes Act","2217940.41","Y",
"Indian Health Svc","5204-ISDA and 5205-ISDA","Board of Contract Appeals","","58G950028","58G950028","201603494","036492016","05/02/2016","4100000.00","41-USC-7101et seq        ","Contract Disputes Act","0.00","","","0.00","","","79786.19","41-USC-7101et seq        ","Contract Disputes Act","4179786.19","Y",
"Indian Health Svc","5167-ISDA","Board of Contract Appeals","","HHSI2470810010C","","201603518","037962016","05/05/2016","57000.00","41-USC-7101et seq        ","Contract Disputes Act","0.00","","","0.00","","","1752.73","41-USC-7101et seq        ","Contract Disputes Act","58752.73","Y",
"Indian Health Svc","5241-ISDA through 5245-ISDA","Board of Contract Appeals","","Intentionally left blank","Intentionally left blank","201603816","038922016","05/12/2016","426867.00","41-USC-7101et seq        ","Contract Disputes Act","0.00","","","0.00","","","30991.61","41-USC-7101et seq        ","Contract Disputes Act","457858.61","Y",
"Department of Veterans Affairs","CBCA 5080","Board of Contract Appeals","","CBCA5080","","201603888","039942016","05/18/2016","150000.00","41-USC-7101et seq        ","Contract Disputes Act","0.00","","","0.00","","","0.00","","","150000.00","Y",
"US Army Corps of Engineers","60489","Board of Contract Appeals","","W9126G-08-C-0064","","201604029","043662016","06/15/2016","539682.50","41-USC-7101et seq        ","Contract Disputes Act","0.00","","","0.00","","","0.00","","","539682.50","Y",
"Indian Health Svc","CBCA 5181-ISDA THROUGH CBCA 5185-ISDA","Board of Contract Appeals","","248-95-0012","","201604241","042892016","06/10/2016","467120.00","41-USC-7101et seq        ","Contract Disputes Act","0.00","","","0.00","","","0.00","","","467120.00","Y",
"Department of Veterans Affairs","CBCA 5041, 5042","Board of Contract Appeals","","VA-241-C-1301","","201604317","043372016","06/14/2016","3950000.00","41-USC-7101et seq        ","Contract Disputes Act","0.00","","","0.00","","","0.00","","","3950000.00","Y",
"Minerals Mgmt Svc","CBCA 3704(1821)","Board of Contract Appeals","","CBCA 3704(1821)","","201604364","044932016","06/23/2016","65000000.00","41-USC-7101et seq        ","Contract Disputes Act","0.00","","","0.00","","","0.00","","","65000000.00","Y",
"Indian Health Svc","","Board of Contract Appeals","","66G070094","66G070094","201604389","047282016","07/01/2016","895000.00","41-USC-7101et seq        ","Contract Disputes Act","0.00","","","0.00","","","61163.60","41-USC-7101et seq        ","Contract Disputes Act","956163.60","Y",
"Indian Health Svc","5187-ISDA","Board of Contract Appeals","","HHS1247200600022C","HHS1247200600022C","201604420","045562016","06/27/2016","729000.00","41-USC-7101et seq        ","Contract Disputes Act","0.00","","","0.00","","","54894.14","41-USC-7101et seq        ","Contract Disputes Act","783894.14","Y",
"Department of Navy","3964","Board of Contract Appeals","","CBCA NO 3964","","201604435","057682016","08/29/2016","184753.87","41-USC-7101et seq        ","Contract Disputes Act","0.00","","","0.00","","","12951.63","41-USC-7101et seq        ","Contract Disputes Act","197705.50","Y",
"Indian Health Svc","5311","Board of Contract Appeals","","66G980052","66G980052","201604464","044832016","06/27/2016","800000.00","41-USC-7101et seq        ","Contract Disputes Act","0.00","","","0.00","","","60847.04","41-USC-7101et seq        ","Contract Disputes Act","860847.04","Y",
"Indian Health Svc","5359","Board of Contract Appeals","","65G010061","65G010061","201604764","049512016","07/13/2016","4293500.00","41-USC-7101et seq        ","Contract Disputes Act","0.00","","","0.00","","","260352.57","41-USC-7101et seq        ","Contract Disputes Act","4553852.57","Y",
"Indian Health Svc","","Board of Contract Appeals","","58G970043","58G970043","201604788","049662016","07/15/2016","976295.00","41-USC-7101et seq        ","Contract Disputes Act","0.00","","","0.00","","","27952.24","41-USC-7101et seq        ","Contract Disputes Act","1004247.24","Y",
"Indian Health Svc","4810","Board of Contract Appeals","","CBCA 4810","CBCA 4810","201604794","049922016","09/26/2016","398000.00","41-USC-7101et seq        ","Contract Disputes Act","0.00","","","0.00","","","30593.54","41-USC-7101et seq        ","Contract Disputes Act","428593.54","Y",
"Indian Health Svc","4810","Board of Contract Appeals","","CBCA 4810","CBCA 4810","201604794","049932016","09/26/2016","44300.00","41-USC-7101et seq        ","Contract Disputes Act","0.00","","","0.00","","","1198.41","41-USC-7101et seq        ","Contract Disputes Act","45498.41","Y",
"Indian Health Svc","","Board of Contract Appeals","","57G100098","57G100098","201604848","049892016","07/18/2016","725000.00","41-USC-7101et seq        ","Contract Disputes Act","0.00","","","0.00","","","55912.69","41-USC-7101et seq        ","Contract Disputes Act","780912.69","Y",
"Department of State","CBCA 4354, 4394, 4555, 4561, 4801","Board of Contract Appeals","","12-C-0220","","201605076","053002016","08/01/2016","5500000.00","41-USC-7101et seq        ","Contract Disputes Act","0.00","","","0.00","","","0.00","","","5500000.00","Y",
"Indian Health Svc","CBCA 5273-ISDA through 5278-ISDA","Board of Contract Appeals","","Intentionally left blank","Intentionally left blank","201605134","053812016","08/04/2016","573778.00","41-USC-7101et seq        ","Contract Disputes Act","0.00","","","0.00","","","213687.01","41-USC-7101et seq        ","Contract Disputes Act","787465.01","Y",
"Department of State","CBCA No. 4770","Board of Contract Appeals","","SAQMMA-11-C-0059","SAQMMA-11-C-0059","201605182","059722016","09/09/2016","6500000.00","41-USC-7101et seq        ","Contract Disputes Act","0.00","","","0.00","","","0.00","","","6500000.00","Y",
"Indian Health Svc","CBCA No 5307-ISDA","Board of Contract Appeals","","Intentionally left blank","Intentionally left blank","201605221","055102016","08/11/2016","29550.00","41-USC-7101et seq        ","Contract Disputes Act","0.00","","","0.00","","","1121.71","41-USC-7101et seq        ","Contract Disputes Act","30671.71","Y",
"Department of Veterans Affairs","CBCA3927,4099","Board of Contract Appeals","","3927/4099","","201605384","061552016","09/20/2016","205000.00","41-USC-7101et seq        ","Contract Disputes Act","0.00","","","0.00","","","0.00","","","205000.00","Y",
"Indian Health Svc","","Board of Contract Appeals","","58G000062","58G000062","201605639","059102016","09/06/2016","89395.00","41-USC-7101et seq        ","Contract Disputes Act","0.00","","","0.00","","","2715.58","41-USC-7101et seq        ","Contract Disputes Act","92110.58","Y",
"Indian Health Svc","","Board of Contract Appeals","","235-2007-0010C","235-2007-0010C","201605640","059122016","09/06/2016","256500.00","41-USC-7101et seq        ","Contract Disputes Act","0.00","","","0.00","","","16462.71","41-USC-7101et seq        ","Contract Disputes Act","272962.71","Y",
"Indian Health Svc","","Board of Contract Appeals","","Intentionally left blank","Intentionally left blank","201605643","058862016","09/06/2016","300000.00","41-USC-7101et seq        ","Contract Disputes Act","0.00","","","0.00","","","23827.89","41-USC-7101et seq        ","Contract Disputes Act","323827.89","Y",
"Indian Health Svc","CBCA 5351-ISDA","Board of Contract Appeals","","242-2007-00001C","242-2007-00001C","201605762","059602016","09/26/2016","854785.00","41-USC-7101et seq        ","Contract Disputes Act","0.00","","","0.00","","","19357.88","41-USC-7101et seq        ","Contract Disputes Act","874142.88","Y",
"Indian Health Svc","","Board of Contract Appeals","","Intentionally left blank","Intentionally left blank","201605814","060162016","09/26/2016","98094.36","41-USC-7101et seq        ","Contract Disputes Act","0.00","","","0.00","","","1051.97","41-USC-7101et seq        ","Contract Disputes Act","99146.33","Y",
"US Army Corps of Engineers","58822, 59972, 59973","Board of Contract Appeals","","W912PL-10-C-0039","W912PL-10-C-0039","201605839","061672016","09/20/2016","2750000.00","41-USC-7101et seq        ","Contract Disputes Act","0.00","","","0.00","","","0.00","","","2750000.00","Y",
"Indian Health Svc","","Board of Contract Appeals","","Intentionally left blank","Intentionally left blank","201605999","062452016","09/28/2016","933074.00","41-USC-7101et seq        ","Contract Disputes Act","0.00","","","0.00","","","21075.35","41-USC-7101et seq        ","Contract Disputes Act","954149.35","Y",
"Department of the Army","58810,59642","Board of Contract Appeals","","W912SU04D00050002","","201606012","062602016","09/29/2016","624397.05","41-USC-7101et seq        ","Contract Disputes Act","0.00","","","0.00","","","66481.97","41-USC-7101et seq        ","Contract Disputes Act","690879.02","Y",
"Indian Health Svc","","Contract Disputes","","247960003","","201506483","086532015","11/03/2015","500000.00","41-USC-7101et seq        ","Contract Disputes Act","0.00","","","0.00","","","0.00","","","500000.00","Y",
"Indian Health Svc","","Contract Disputes","","247030009","","201506508","084072015","10/07/2015","87224.00","41-USC-7101et seq        ","Contract Disputes Act","0.00","","","0.00","","","4999.79","41-USC-7101et seq        ","Contract Disputes Act","92223.79","Y",
"Indian Health Svc","","Contract Disputes","","64G940008","","201601121","011312016","12/18/2015","2064753.00","41-USC-7101et seq        ","Contract Disputes Act","0.00","","","0.00","","","0.00","","","2064753.00","Y",
